228,band,그룹,elementary
229,bang,강타,intermediate
230,bank,둑,elementary
231,bankrupt,파산자,expert
232,bar,막대기,intermediate
233,bare,벌거벗은,intermediate
234,bargain,매매,intermediate
235,bark,짖다,intermediate
236,barn,헛간,intermediate
237,barrier,장벽,intermediate
238,base,기초,elementary
239,baseball,야구,elementary
240,basic,기본의,elementary
241,basis,기초,intermediate
242,basket,바구니,elementary
243,basketball,농구,elementary
244,bat,배트,elementary
245,bath,목욕,elementary
246,bathroom,욕실,elementary
247,battery,전지,elementary
248,battle,전투,elementary
249,bay,만,intermediate
250,be,-이다,elementary
251,beach,해안,elementary
252,beam,광선,intermediate
253,bean,콩,elementary
254,bear,나르다,elementary
255,beard,턱수염,intermediate
256,beast,짐승,intermediate
257,beat,치다,intermediate
258,beauty,아름다움,elementary
259,because,왜냐하면,elementary
260,become,-이 되다,elementary
261,bed,침대,elementary
262,bedroom,침실 성적인,elementary
263,bee,꿀벌,elementary
264,beef,쇠고기,elementary
265,beer,맥주,intermediate
266,before,앞에,elementary
267,beg,청하다,intermediate
268,begin,시작하다,elementary
269,behalf,위함,intermediate
270,behave,행동하다,intermediate
271,behavior,행동,intermediate
272,behind,뒤에,elementary
273,believe,믿다,elementary
274,bell,종,elementary
275,belong,속하다,intermediate
276,below,아래에,elementary
277,bend,구부리다,intermediate
278,beneath,-의 바로 아래에,intermediate
279,benefit,이익,intermediate
280,berry,액과,intermediate
281,beside,-의 곁에,elementary
282,bet,걸다,intermediate
283,betray,배반하다,intermediate
284,between,-의 사이에 사이에,elementary
285,beyond,저편에,intermediate
286,bias,치우침,intermediate
287,bible,"성서, 성경",intermediate
288,bicycle,자전거 자전거를 타다,elementary
289,big,큰,elementary
290,bill,계산서,elementary
291,billion,10억,intermediate
292,bin,궤,intermediate
293,bind,매다,intermediate
294,biography,전기,intermediate
295,biology,생물학,intermediate
296,bird,새,elementary
297,birth,출생,elementary
298,birthday,생일,elementary
299,bishop,주교,expert
300,bit,bite의 과거(분사) 작은 조각,intermediate
301,bite,물다,elementary
302,bitter,쓴,intermediate
303,black,검은,elementary
304,blame,책망하다,intermediate
305,blank,공백,intermediate
306,blanket,담요,intermediate
307,blast,돌풍,expert
308,blend,혼합하다,intermediate
309,bless,축복하다,intermediate
310,blind,눈먼,intermediate
311,blink,(눈을)깜빡거리다,intermediate
312,block,덩어리,elementary
313,blonde,(살결이 흰)금발의 여성,intermediate
314,blood,피,elementary
315,bloom,쇳덩이,intermediate
316,blossom,(과수의)꽃,intermediate
317,blow,강타,intermediate
318,blue,푸른,elementary
319,board,널빤지,elementary
320,boat,배,elementary
321,body,신체,elementary
322,boil,끓다,intermediate
323,bold,대담한,intermediate
324,bomb,폭탄 폭격하다,elementary
325,bond,결속,intermediate
326,bone,뼈,elementary
327,book,책,elementary
328,boom,굉음,intermediate
329,boost,뒤를 밀기,intermediate
330,boot,목이 긴 구두,elementary
331,border,가장자리,intermediate
332,bore,고조,intermediate
333,borrow,빌다,elementary
334,boss,두목,elementary
335,both,쌍방의,elementary
336,bother,괴롭히다 근심하다 귀찮음,intermediate
337,bottle,병,elementary
338,bottom,밑바닥,elementary
339,bounce,뛰어오르다,intermediate
340,boundary,경계,intermediate
341,bow,절,intermediate
342,bowl,사발,elementary
343,boy,소년,elementary
344,brain,뇌,elementary
345,brake,브레이크,elementary
346,branch,가지,elementary
347,brand,상표,elementary
348,brave,용감한,elementary
349,bread,빵,elementary
350,break,부수다,elementary
351,breakfast,아침밥,elementary
352,breast,가슴,intermediate
353,breathe,숨쉬다,intermediate
354,breed,기르다,expert
355,breeze,미풍,intermediate
356,brew,양조하다,expert
357,brick,벽돌,intermediate
358,bride,신부,intermediate
359,bridge,다리,elementary
360,brief,단시간의,intermediate
361,bright,밝은,elementary
362,brilliant,빛나는,intermediate
363,bring,가져오다,elementary
364,broad,(폭이)넓은,intermediate
365,broadcast,방송하다,intermediate
366,brother,형제,elementary
367,brown,갈색의 갈색,elementary
368,brush,솔,elementary
369,brute,야수 짐승같은,expert
370,bubble,거품 거품이 일다,elementary
371,budget,예산,intermediate
372,bug,벌레,elementary
373,build,짓다,elementary
374,bulk,부피,expert
375,bull,황소,intermediate
376,bullet,탄환,intermediate
377,bully,약한 자를 못살게 구는 자,intermediate
378,bump,충돌 부딪치다,intermediate
379,bunch,송이,intermediate
380,bundle,다발,intermediate
381,burden,후렴,intermediate
382,burn,시내,elementary
383,burst,파열하다,intermediate
384,bury,묻다,intermediate
385,bush,덤불,intermediate
386,business,직업,elementary
387,busy,바쁜,elementary
388,but,그러나 다만 (-을)제외하고,elementary
389,butcher,정육점주인,intermediate
390,button,단추 단추를 채우다 단추로 채워지다,elementary
391,buy,사다,elementary
392,buzz,윙윙거리는 소리,intermediate
393,by,곁에,elementary
394,cab,택시,intermediate
395,cabin,선실,intermediate
396,cable,해저전신,intermediate
397,cage,새장,elementary
398,calculate,계산하다,intermediate
399,calendar,달력,elementary
400,call,부르다,elementary
401,calm,평온한,elementary
402,can,au-할 수 있다,elementary
403,cancel,취소하다,intermediate
404,cancer,암,intermediate
405,candidate,지원자,intermediate
406,candy,사탕과자,elementary
407,canvas,돛베,intermediate
408,cap,모자,elementary
409,capable,할 수 있는,intermediate
410,cape,곶,intermediate
411,capital,수위의,intermediate
412,captain,우두머리(chief),elementary
413,caption,표제,expert
414,capture,붙잡다(catch),intermediate
415,car,자동차,elementary
416,care,걱정,elementary
417,career,경력,intermediate
418,carrot,당근,elementary
419,carry,나르다,elementary
420,cart,(2륜)짐마차,elementary
421,carve,조각하다,intermediate
422,case,경우,elementary
423,cash,현금 현금으로 바꾸다 현금의,elementary
424,cast,던지다,intermediate
425,castle,성,elementary
426,casual,우연한,intermediate
427,cat,고양이,elementary
428,catch,붙잡다,elementary
429,category,범주,intermediate
430,cater,음식물을 마련하다,expert
431,cathedral,대성당,expert
432,cattle,소,intermediate
433,causal,원인의,intermediate
434,cause,원인,intermediate
435,caution,조심,intermediate
436,cave,동굴 굴을 파다 꺼지다,intermediate
437,cease,그만두다 그치다 중지,intermediate
438,ceiling,천장,intermediate
439,celebrate,경축하다,intermediate
440,celebrity,명성,intermediate
441,cell,작은 방,intermediate
442,censor,검열관,intermediate
443,century,1세기,intermediate
444,certain,확신하는,elementary
445,certificate,증명서,intermediate
446,chain,사슬,elementary
447,chair,의장,elementary
448,chairman,의장,intermediate
449,challenge,도전,intermediate
450,chamber,방,expert
451,chance,우연,elementary
452,change,변화,elementary
453,chaos,혼돈,intermediate
454,character,인격,intermediate
455,characteristic,특유한,intermediate
456,charge,요금,intermediate
457,charity,자비,intermediate
458,charm,매력,intermediate
459,chase,쫓다,intermediate
460,chat,잡담,intermediate
461,cheap,값싼,elementary
462,check,방해,elementary
463,cheek,볼,intermediate
464,cheer,갈채,intermediate
465,chef,쿡,intermediate
466,chemical,화학의,intermediate
467,chemistry,화학,intermediate
468,chest,가슴팍,intermediate
469,chew,씹다,intermediate
470,chief,우두머리,intermediate
471,child,아이,elementary
472,chill,차가움,intermediate
473,chin,턱(끝) 턱에 대다,intermediate
474,chip,(나무)토막,intermediate
475,choir,(교회의)성가대,intermediate
476,choose,고르다,elementary
477,chop,(도끼 등으로)자르다,intermediate
478,chorus,합창,intermediate
479,chronic,만성의,expert
480,church,교회,elementary
481,cigarette,궐련,intermediate
482,cinema,영화관,elementary
483,circle,원,elementary
484,circulate,순환하다,intermediate
485,circumstance,환경,intermediate
486,cite,인용하다(quote),intermediate
487,citizen,시민,intermediate
488,city,도시,elementary
489,civil,시민의,intermediate
490,claim,요구하다,intermediate
491,clap,짝짝,intermediate
492,clarify,맑게 하다,intermediate
493,clash,충돌하다,intermediate
494,class,계급,elementary
495,classic,고전의,intermediate
496,classify,분류하다,intermediate
497,classroom,교실,elementary
498,clause,조항,intermediate
499,clay,찰흙,intermediate
500,clean,청결한,elementary
501,clear,맑은,elementary
502,clerk,서기,elementary
503,clever,영리한,elementary
504,client,소송의뢰인,intermediate
505,cliff,절벽,intermediate
506,climate,기후,intermediate
507,climb,기어 오르다,elementary
508,cling,밀착하다,intermediate
509,clinic,병원,intermediate
510,clip,가위로 자르다,elementary
511,clock,시계,elementary
512,close,닫다,elementary
513,cloth,천,elementary
514,cloud,구름,elementary
515,club,클럽,elementary
516,clue,단서,intermediate
517,cluster,떼,intermediate
518,coach,역마차,intermediate
519,coal,석탄,intermediate
520,coast,연안,intermediate
521,code,법전,intermediate
522,coin,화폐,elementary
523,coincide,일치하다,intermediate
524,cold,추운,elementary
525,collaborate,공동으로 일하다,intermediate
526,collapse,붕괴,intermediate
527,collar,칼라,intermediate
528,colleague,동료,intermediate
529,collect,모으다,elementary
530,college,단과대학,elementary
531,colony,식민지,intermediate
532,color,착색하다,elementary
533,column,(신문 등의)난,intermediate
534,combat,격투하다,intermediate
535,combine,결합하다,intermediate
536,come,오다,elementary
537,comedy,희극,elementary
538,comfort,위안,intermediate
539,command,명령하다,intermediate
540,commence,시작하다,expert
541,comment,논평,intermediate
542,commerce,상업,intermediate
543,commission,위임,intermediate
544,commit,위탁하다,intermediate
545,committee,위원회,intermediate
546,commodity,상품,expert
547,communicate,알리다,intermediate
548,communist,공산주의자,intermediate
549,community,공동생활체,intermediate
550,companion,동료,intermediate
551,company,교제,elementary
552,compare,비교하다,intermediate
553,compatible,양립할 수 있는,expert
554,compel,억지로 -시키다,expert
555,compensate,배상하다,expert
556,compete,경쟁하다,intermediate
557,competent,능력있는,intermediate
558,compile,편찬하다,expert
559,complain,불평하다,intermediate
560,complement,보완하는 것,intermediate
561,complete,완성하다,intermediate
562,complex,합성물,intermediate
563,complicate,복잡하게 하다,intermediate
564,component,구성하는 성분,expert
565,compose,구성하다,intermediate
566,compound,성분 등을 혼합하다,expert
567,comprehensive,이해력있는,intermediate
568,comprise,포함하다,expert
569,compromise,타협 타협하다,expert
570,compulsory,의무적인,expert
571,conceal,숨기다,intermediate
572,conceive,상상하다,expert
573,concentrate,집중하다,intermediate
574,concept,개념,intermediate
575,concern,관계하다,intermediate
576,concert,연주회,elementary
577,conclude,결정하다,intermediate
578,concrete,구체적인 응고물,intermediate
579,condemn,나무라다,expert
580,condition,조건,elementary
581,conduct,행위 이끌다,intermediate
582,confer,주다,expert
583,confess,실토하다,intermediate
584,confident,확신하는,intermediate
585,confine,국경,intermediate
586,confirm,확인하다,intermediate
587,conflict,투쟁,intermediate
588,conform,일치시키다,intermediate
589,confront,직면하다,intermediate
590,confuse,혼란시키다,intermediate
591,congratulate,축하하다,elementary
592,congress,회의,intermediate
593,connect,잇다 이어지다,intermediate
594,conscience,양심,intermediate
595,conscious,의식적인,intermediate
596,consensus,(의견 등의)일치,expert
597,consent,승낙하다,expert
598,conserve,보존하다,expert
599,consider,숙고하다,intermediate
600,consist,-으로 이루어지다,intermediate
601,consistent,시종일관한,intermediate
602,constant,불변의,intermediate
603,constitute,구성하다,expert
604,constrain,강제하다,expert
605,construct,건조하다,intermediate
606,consult,상의하다,intermediate
607,consume,소비하다,intermediate
608,contact,접촉,intermediate
609,contain,내포하다,intermediate
610,contemporary,현대의,expert
611,contend,싸우다,expert
612,content,만족하여,intermediate
613,contest,겨루다,elementary
614,context,문맥,intermediate
615,continent,자제심이 있는,intermediate
616,continue,계속하다,intermediate
617,contract,계약,intermediate
618,contradict,반박하다,expert
619,contrary,반대의 반대 거꾸로,intermediate
620,contrast,대조,intermediate
621,contribute,기부하다,intermediate
622,control,억제하다,elementary
623,controversy,논쟁,intermediate
624,convenient,편리한,intermediate
625,convention,관례,expert
626,conversation,회화,intermediate
627,convert,바꾸다,expert
628,convey,나르다,intermediate
629,convict,유죄로 판결하다 죄수,intermediate
630,convince,확신시키다,intermediate
631,cook,요리하다 요리사,elementary
632,cookie,쿠키,elementary
633,cool,서늘한,elementary
634,cooperate,협동하다,intermediate
635,coordinate,동격의,expert
636,cop,순경,intermediate
637,cope,코우프(성직자의 긴 겉옷),intermediate
638,copy,사본,elementary
639,copyright,판권,intermediate
640,cord,밧줄,intermediate
641,core,핵심,intermediate
642,corn,티눈,intermediate
643,corner,모퉁이,elementary
644,corporate,법인조직의,intermediate
645,correct,옳은,intermediate
646,correspond,일치하다,intermediate
647,corridor,복도,expert
648,corrupt,타락한,intermediate
649,cost,가격,elementary
650,costume,복장,intermediate
651,cottage,시골집,intermediate
652,cotton,목화,elementary
653,couch,침대,intermediate
654,cough,기침 기침을 하다 기침을 하여 -을 뱉어내다,intermediate
655,could,aucan의 과거,elementary
656,council,회의,intermediate
657,counsel,의논,intermediate
658,count,계산,intermediate
659,counter,계산하는 사람,intermediate
660,counterpart,부본,expert
661,country,나라,elementary
662,countryside,시골,elementary
663,county,주,expert
664,couple,한 쌍,elementary
665,courage,용기,intermediate
666,cousin,사촌,elementary
667,cover,덮다,elementary
668,cow,위협하다 암소,elementary
669,cowboy,목동,intermediate
670,crack,찰싹 소리내다 금가다 날카로운소리,intermediate
671,craft,솜씨,intermediate
672,crash,도산,intermediate
673,crawl,네발로 기다,intermediate
674,crazy,미친,elementary
675,create,창조하다,intermediate
676,creature,창조물,intermediate
677,credible,믿을 수 있는,intermediate
678,credit,신용,intermediate
679,creek,시내,expert
680,creep,기다,expert
681,crew,승무원,intermediate
682,cricket,크리켓,intermediate
683,crime,범죄,intermediate
684,criminal,죄의,intermediate
685,crisis,위기,intermediate
686,crisp,파삭파삭한,intermediate
687,criteria,criterion의 복수형,expert
688,critic,비평가,intermediate
689,criticize,비평하다,intermediate
690,criticism,비평,intermediate
691,crop,수확,intermediate
692,cross,십자형,elementary
693,crowd,군중,elementary
694,crown,왕관,elementary
695,crucial,결정적인,intermediate
696,cruel,잔인한,intermediate
697,cruise,순항하다,intermediate
698,crush,눌러 부수다,intermediate
699,cry,소리치다,elementary
700,crystal,수정,intermediate
701,cultivate,경작하다,intermediate
702,culture,문화,elementary
703,cupboard,찬장,intermediate
704,cure,치료,intermediate
705,curious,이상스러운,elementary
706,curl,곱슬머리 머리털을 지지다,intermediate
707,currency,통용,expert
708,current,유행의,intermediate
709,curriculum,과목,expert
710,curry,카레요리 카레로 맛을 내다,intermediate
711,curse,저주,expert
712,curtain,커어튼,elementary
713,curve,곡선,intermediate
714,custody,보호,expert
715,custom,습관,intermediate
716,customer,고객,elementary
717,cut,베다,elementary
718,cute,귀여운,elementary
719,cycle,순환,elementary
720,cynical,냉소적인,expert
721,dad,아빠,elementary
722,dairy,낙농장,intermediate
723,dam,댐,intermediate
724,damage,손해,intermediate
725,damp,축축한 습기 적시다,intermediate
726,dance,댄스,elementary
727,danger,위험,elementary
728,dare,au감히 -하다,intermediate
729,dark,어두운,elementary
730,darling,귀여운,intermediate
731,dash,돌진,intermediate
732,database,데이터베이스,intermediate
733,date,날짜,elementary
734,daughter,딸,elementary
735,dawn,새벽 날이 새다,intermediate
736,day,낮,elementary
737,dead,죽은,elementary
738,deal,양,intermediate
739,death,죽음,elementary
740,debate,토론 토론하다,intermediate
741,debt,빚,intermediate
742,decade,10년간,intermediate
743,decay,쇠퇴하다,intermediate
744,decent,점잖은,expert
745,decide,결정하다,elementary
746,decision,결정,intermediate
747,deck,갑판,intermediate
748,declare,선언하다,intermediate
749,decline,기울다,intermediate
750,decorate,장식하다,intermediate
751,decrease,감소하다,intermediate
752,dedicate,봉납하다,expert
753,deep,깊은,elementary
754,defeat,패배,intermediate
755,defense,방어,intermediate
756,defend,방어하다,intermediate
757,defendant,피고 피고의,intermediate
758,deficiency,결핍,expert
759,deficit,결손,expert
760,define,정의하다,intermediate
761,definite,일정한,intermediate
762,degrade,지위를 낮추다,expert
763,degree,도,intermediate
764,delay,늦추다,intermediate
765,delegate,파견하다,expert
766,delete,삭제하다,intermediate
767,deliberate,숙고하다,expert
768,delicate,미묘한,intermediate
769,delicious,맛있는,elementary
770,delight,즐겁게하다 즐거워하다,intermediate
771,deliver,인도하다,intermediate
772,demand,요구하다,intermediate
773,democracy,민주주의,intermediate
774,democrat,민주주의자,intermediate
775,demon,악마,intermediate
776,demonstrate,증명하다,intermediate
777,dense,짙은,intermediate
778,dentist,치과의사,elementary
779,deny,부정하다,intermediate
780,department,부,intermediate
781,departure,출발,intermediate
782,depend,좌우되다,intermediate
783,dependence,종속,intermediate
784,depict,묘사하다,expert
785,deposit,예금,expert
786,depress,억압하다,intermediate
787,deprive,빼앗다,expert
788,derive,이끌어 내다,intermediate
789,descend,내려오다,intermediate
790,describe,기술하다,intermediate
791,description,서술,intermediate
792,desert,버리다,intermediate
793,deserve, -할 만하다,intermediate
794,design,디자인,elementary
795,designate,가리키다,expert
796,desire,바라다,intermediate
797,desk,책상,elementary
798,despair,절망하다,intermediate
799,desperate,절망적인,intermediate
800,despite,-에도 불구하고 모욕,intermediate
801,destination,목적지,intermediate
802,destiny,운명,intermediate
803,destroy,파괴하다,intermediate
804,destruction,파괴,intermediate
805,detach,분리하다,intermediate
806,detail,상설,intermediate
807,detect,간파하다,intermediate
808,determine,결정하다,intermediate
809,develop,발달하다,intermediate
810,device,고안,intermediate
811,devil,악마,intermediate
812,devise,고안하다,intermediate
813,devote,바치다,intermediate
814,diabetes,당뇨병,expert
815,dialogue,대화,elementary
816,diary,일기,elementary
817,dictate,받아쓰게 하다,expert
818,dictionary,사전,intermediate
819,die,죽다,elementary
820,different,다른,elementary
821,difficult,곤란한,elementary
822,dig,파다,intermediate
823,dignity,위엄,expert
824,dimension,치수,expert
825,diminish,감소하다,intermediate
826,dine,저녁식사를 하다,expert
827,dinner,정찬,elementary
828,dip,담그다,intermediate
829,diplomat,외교관,intermediate
830,direct,지도하다,intermediate
831,dirty,더러운,elementary
832,disabled,불구가 된,intermediate
833,disadvantage,불리,intermediate
834,disagree,일치하지 않다,intermediate
835,disappear,안보이게 되다,intermediate
836,disappoint,실망시키다,intermediate
837,disaster,천재,intermediate
838,discharge,짐을부리다,expert
839,discipline,훈련,intermediate
840,disclose,나타내다,intermediate
841,discount,할인,intermediate
842,discourse,강연,expert
843,discover,발견하다,intermediate
844,discriminate,분별하다,expert
845,discuss,토론하다,elementary
846,disease,병,intermediate
847,disgust,불쾌하게 하다,intermediate
848,dish,접시,elementary
849,dismiss,떠나게 하다,intermediate
850,disorder,난잡,intermediate
851,displace,바꾸어놓다,expert
852,display,보이다,intermediate
853,dispose,배열하다,intermediate
854,dispute,논쟁하다,expert
855,disrupt,분열시키다,expert
856,distant,떨어진,intermediate
857,distort,찌그러뜨리다,expert
858,distract,전환시키다,intermediate
859,distribute,분배하다,intermediate
860,district,지구,intermediate
861,disturb,교란하다,intermediate
862,dive,뛰어들다,intermediate
863,diverse,다양한,intermediate
864,divide,나누다,elementary
865,divine,신의,expert
866,divorce,이혼,intermediate
867,do,하다,elementary
868,doctor,박사,elementary
869,document,서류,intermediate
870,dog,개,elementary
871,doll,인형,elementary
872,dolphin,돌고래,elementary
873,domain,영토,intermediate
874,domestic,가정의,intermediate
875,dominant,우세한,expert
876,donate,증여하다,intermediate
877,door,문,elementary
878,dose,1회복용량 투약하다,expert
879,dot,점,intermediate
880,double,2배의,elementary
881,doubt,의심,intermediate
882,down,아래로,elementary
883,dozen,1다스,intermediate
884,draft,초고,expert
885,drag,끌다,intermediate
886,drain,배수하다,expert
887,draw,당기다,elementary
888,drawer,제도사,intermediate
889,dread,두려워하다 두려움,expert
890,dream,꿈,elementary
891,drink,마시다,elementary
892,drive,운전하다,elementary
893,drop,방울,elementary
894,drown,물에빠뜨리다,intermediate
895,drug,약제,intermediate
896,dry,마른,elementary
897,dual,둘의,expert
898,duck,머리를 물 속에 쑥 쳐박다,elementary
899,due,지급기일이 된,intermediate
900,dull,둔한,intermediate
901,dump,내버리다,intermediate
902,during,-동안에,elementary
903,dust,먼지,intermediate
904,duty,의무,intermediate
905,dwell,거주하다,intermediate
906,dynamic,동적인,intermediate
907,each,각각의,intermediate
908,eager,열심인,intermediate
909,ear,귀,elementary
910,early,이른,elementary
911,earn,일하여 벌다,intermediate
912,earth,지구,elementary
913,ease,안락,intermediate
914,east,동쪽 동쪽의 동쪽으로,elementary
915,easy,쉬운,elementary
916,eat,먹다,elementary
917,economy,절약,intermediate
918,edge,끝머리,intermediate
919,edit,편집하다,intermediate
920,educate,교육하다,intermediate
921,effect,결과,intermediate
922,effective,효과적인,intermediate
923,efficient,능률적인,intermediate
924,effort,노력,intermediate
925,egg,알,elementary
926,either,어느 하나의,intermediate
927,elaborate,공들인,expert
928,elect,선거하다,intermediate
929,electric,전기의,intermediate
930,electronic,전자(학)의,intermediate
931,elegant,우아한,intermediate
932,element,요소,intermediate
933,elementary,기본의,elementary
934,elephant,코끼리,elementary
935,eliminate,제거하다,intermediate
936,else,그 밖에,intermediate
937,embarrass,난처하게 하다,intermediate
938,embassy,대사관,intermediate
939,embrace,포옹하다,expert
940,emerge,나오다,intermediate
941,emergency,비상사태,intermediate
942,emit,방사하다,expert
943,emotion,감정,intermediate
944,emphasis,강조,intermediate
945,empire,제국,intermediate
946,employ,고용하다,intermediate
947,empty,빈,intermediate
948,enclose,에워싸다,intermediate
